"HID_PFW","HID_PSS","HID_PEM","MID_PFW","MID_PSS","MID_PEM","LID_PFW","LID_PSS","LID_PEM","OSD_PFW","OSD_PSS","OSD_PEM","CULT_PFW","CULT_PSS","CULT_PEM","PAST_PFW","PAST_PSS","PAST_PEM","GRS_PFW","GRS_PSS","GRS_PEM","DEC_PFW","DEC_PSS","DEC_PEM","EVR_PFW","EVR_PSS","EVR_PEM","MIX_PFW","MIX_PSS","MIX_PEM","SS_PFW","SS_PSS","SS_PEM","PFW_HID","PFW_MID","PFW_LID","PFW_OSD","PFW_CULT","PFW_PAST","PFW_GRS","PFW_DEC","PFW_EVR","PFW_MIX","PFW_SS","PFW_PFW","PFW_PSS","PFW_PEM","PFW_UCS","PFW_BAR","PFW_OW","PFW_PAB","PFW_EAB","PFW_SNOW","PSS_HID","PSS_MID","PSS_LID","PSS_OSD","PSS_CULT","PSS_PAST","PSS_GRS","PSS_DEC","PSS_EVR","PSS_MIX","PSS_SS","PSS_PFW","PSS_PSS","PSS_PEM","PSS_UCS","PSS_BAR","PSS_OW","PSS_PAB","PSS_EAB","PSS_SNOW","PEM_HID","PEM_MID","PEM_LID","PEM_OSD","PEM_CULT","PEM_PAST","PEM_GRS","PEM_DEC","PEM_EVR","PEM_MIX","PEM_SS","PEM_PFW","PEM_PSS","PEM_PEM","PEM_UCS","PEM_BAR","PEM_OW","PEM_PAB","PEM_EAB","PEM_SNOW","UCS_PFW","UCS_PSS","UCS_PEM","BAR_PFW","BAR_PSS","BAR_PEM","OW_PFW","OW_PSS","OW_PEM","PAB_PFW","PAB_PSS","PAB_PEM","EAB_PFW","EAB_PSS","EAB_PEM","SNOW_PFW","SNOW_PSS","SNOW_PEM"
0,1,14,2,11,45,65,53,155,68,133,125,377,1803,2036,33,668,657,63,206,157,118,52,77,148,68,91,32,71,55,112,28,70,380,1190,1828,1714,183,23,1237,0,4,1,219,7644624,72800,35108,137,5310,4680,184,1363,0,94,294,536,657,32,5,252,0,0,0,0,8842,1114480,17202,315,1141,4522,51,243,0,454,1039,1699,1929,231,22,76,2,6,0,4,2086,25991,5320487,3630,5535,102583,4632,319,0,438,513,15612,91,549,1385,893,6931,87392,925,1246,7090,0,0,6,0,0,0
0,1,14,2,10,44,65,49,158,77,135,123,379,1801,2037,36,659,659,55,208,150,111,48,74,163,74,96,30,68,56,115,25,66,376,1193,1801,1697,182,20,1237,0,4,2,233,7644916,72599,35052,130,5297,4650,191,1372,0,95,293,543,685,33,8,253,0,3,0,1,8963,1115180,17163,308,1136,4552,54,243,0,457,1037,1694,1952,243,24,78,2,8,0,5,2105,25920,5322019,3583,5454,102367,4616,314,0,453,498,15517,94,552,1409,877,6840,87486,931,1254,7063,0,0,7,0,0,0
0,2,14,2,10,43,69,50,160,71,132,125,397,1817,2039,28,667,665,62,211,151,118,52,71,140,69,90,34,74,62,112,26,69,369,1215,1827,1725,183,25,1237,0,3,0,223,7646518,72421,35028,132,5336,4676,187,1379,0,101,297,529,682,32,9,253,0,2,0,1,8870,1113967,17149,302,1122,4538,54,239,0,459,1050,1689,1964,242,22,75,2,7,0,5,2092,25882,5321598,3594,5501,102601,4596,313,0,446,486,15567,85,531,1413,887,6838,87531,921,1251,7087,0,0,6,0,0,0
0,2,14,2,10,41,67,54,171,71,137,123,378,1808,2034,28,663,658,51,209,148,127,52,68,155,70,95,36,69,63,113,29,70,365,1209,1839,1733,182,19,1234,0,5,1,243,7643632,72871,35000,128,5296,4664,192,1371,0,100,289,536,674,30,9,252,0,1,0,0,8866,1113689,17101,321,1121,4529,54,239,0,471,1051,1671,1906,249,22,73,2,7,0,6,2099,25912,5321961,3594,5501,102221,4649,322,0,435,514,15588,84,531,1417,910,6940,87498,927,1248,7051,0,0,7,0,0,0
0,2,13,3,12,43,67,55,164,70,139,121,377,1786,2028,27,672,654,46,210,160,118,57,75,164,70,100,37,64,61,100,26,67,384,1221,1800,1723,178,23,1234,0,2,1,213,7640957,72754,35006,133,5325,4643,192,1373,0,104,289,538,666,40,8,253,0,3,0,0,8923,1113824,17180,320,1121,4538,51,245,0,461,1035,1660,1964,244,23,77,2,7,0,4,2110,25839,5321001,3610,5467,102524,4596,314,0,439,515,15601,90,545,1405,881,6893,87326,929,1251,7115,0,0,7,0,0,0
0,1,13,3,10,44,64,53,162,65,136,109,370,1802,2031,35,681,654,60,205,149,119,55,74,138,68,102,32,79,55,112,22,69,369,1199,1829,1720,176,20,1246,0,4,3,217,7643045,72776,35039,126,5303,4658,188,1373,0,103,294,533,694,31,8,252,0,3,0,0,8884,1114811,17139,320,1121,4516,55,243,0,471,1049,1688,1958,261,23,76,2,5,0,2,2104,26001,5320339,3625,5478,102483,4614,320,0,444,505,15621,88,542,1400,882,6889,87418,936,1236,7039,0,0,6,0,0,0
0,1,14,3,11,46,66,50,161,70,136,125,377,1804,2042,29,664,662,58,205,147,120,49,71,182,81,101,32,71,51,105,23,66,383,1191,1837,1715,187,18,1231,0,4,1,214,7644156,72780,34931,132,5291,4659,195,1367,0,96,292,530,674,35,5,251,0,1,0,0,8947,1114020,17138,313,1119,4532,48,240,0,463,1027,1658,1921,232,23,75,2,8,0,5,2091,25915,5321142,3593,5491,102494,4612,316,0,424,492,15655,86,545,1400,926,6826,87391,928,1244,7081,0,0,7,0,0,0
0,1,13,2,9,45,69,55,153,78,137,117,361,1782,2031,29,679,655,44,209,166,115,49,73,162,69,97,28,66,55,112,27,63,368,1215,1824,1714,193,24,1230,0,4,1,248,7643857,72721,35119,129,5312,4669,182,1370,0,98,296,539,683,36,5,253,0,2,0,0,8896,1113309,17028,319,1133,4582,50,240,0,456,1066,1676,1922,240,24,77,2,5,0,2,2114,25944,5321384,3593,5441,102511,4636,322,0,441,500,15572,91,531,1440,883,6865,87286,934,1233,7069,0,0,6,0,0,0
0,2,13,2,10,44,66,57,159,70,136,124,370,1806,2039,29,664,654,51,211,163,123,51,76,154,73,105,36,67,55,107,24,53,372,1187,1838,1736,188,22,1249,0,3,0,216,7644055,72670,35155,130,5316,4677,193,1375,0,102,308,534,690,36,10,258,0,3,0,1,8990,1114932,17206,315,1127,4522,49,241,0,455,1048,1681,1938,249,24,78,2,8,0,5,2105,26008,5319531,3603,5454,102497,4602,322,0,443,500,15565,95,536,1399,882,6860,87415,925,1231,7098,0,0,6,0,0,0
0,2,14,2,9,45,68,57,162,75,135,125,391,1784,2033,31,667,665,66,204,151,112,53,73,153,84,100,37,74,55,119,24,60,368,1196,1821,1751,183,21,1238,0,3,1,225,7642906,72723,35157,135,5285,4697,188,1367,0,97,289,544,682,32,9,252,0,3,0,0,8937,1114390,17118,307,1134,4551,55,241,0,456,1060,1680,1915,249,26,78,2,6,0,6,2074,26097,5321482,3598,5452,102386,4625,320,0,457,495,15595,88,532,1387,854,6891,87236,937,1259,7050,0,0,7,0,0,0
0,2,13,2,12,44,63,50,158,73,136,111,376,1809,2031,33,668,663,59,202,165,113,46,72,155,69,99,35,64,57,106,24,59,378,1210,1843,1725,183,20,1241,0,4,0,220,7644000,72954,34966,132,5323,4676,193,1366,0,101,299,528,687,30,9,252,0,1,0,1,8889,1114515,17132,317,1141,4518,55,245,0,458,1044,1666,1980,253,24,77,2,5,0,5,2124,26094,5320860,3632,5464,102591,4621,317,0,448,493,15581,89,541,1391,890,6866,87487,918,1236,7046,0,0,6,0,0,0
0,1,13,2,11,44,65,55,162,70,140,125,366,1787,2034,31,672,654,54,205,163,121,51,73,164,77,99,29,78,61,105,25,55,375,1234,1821,1717,188,23,1224,0,6,0,232,7643968,72890,35023,134,5323,4694,189,1371,0,101,287,530,689,29,9,251,0,3,0,1,8984,1114180,17091,315,1134,4502,50,243,0,470,1054,1686,1925,244,20,78,2,8,0,4,2081,25950,5321304,3603,5480,102554,4572,317,0,438,490,15620,87,538,1409,889,6902,87468,925,1243,7077,0,0,6,0,0,0
0,2,13,2,11,43,69,55,159,69,138,129,377,1800,2029,33,672,654,62,207,154,123,45,69,150,70,96,33,69,53,117,23,67,369,1218,1834,1703,192,21,1231,0,5,1,250,7643979,72619,34880,126,5305,4683,196,1379,0,101,299,529,671,35,8,251,0,3,0,1,8899,1113904,17136,313,1122,4535,54,244,0,457,1051,1662,1921,250,20,77,2,6,0,3,2091,25958,5319222,3574,5513,102513,4583,316,0,437,497,15658,80,541,1389,909,6828,87475,933,1242,7056,0,0,6,0,0,0
0,1,14,2,9,42,64,53,169,75,137,124,382,1799,2026,30,651,659,62,209,156,123,56,72,164,79,103,38,75,57,120,21,62,381,1195,1816,1725,191,18,1248,0,4,2,227,7643726,72755,35179,137,5303,4645,201,1373,0,92,295,544,690,30,10,251,0,1,0,0,8783,1114196,17054,320,1114,4531,47,240,0,449,1027,1671,1911,246,23,77,2,5,0,6,2090,25801,5322351,3631,5499,102544,4586,322,0,445,499,15626,91,548,1389,890,6801,87390,923,1242,7033,0,0,6,0,0,0
0,1,14,2,11,42,67,48,159,76,138,115,375,1790,2035,26,674,655,57,212,155,118,55,72,170,79,97,37,69,59,102,30,61,373,1201,1797,1711,183,23,1233,0,4,1,223,7642747,72626,35038,131,5321,4647,192,1364,0,101,302,536,677,34,11,252,0,3,0,0,8871,1113612,17132,310,1114,4553,52,243,0,460,1049,1668,1929,250,25,75,2,6,0,3,2097,25972,5320679,3593,5521,102334,4611,316,0,442,499,15664,82,539,1409,881,6852,87368,928,1254,7040,0,0,7,0,0,0
0,1,13,2,11,47,69,49,153,66,129,125,356,1785,2026,27,662,663,52,206,153,107,51,76,148,70,98,29,60,57,100,26,62,377,1205,1811,1740,187,19,1245,0,2,0,234,7643849,72824,34981,130,5297,4712,199,1368,0,94,284,532,686,31,8,246,0,4,0,0,8938,1114722,17157,315,1130,4519,51,245,0,458,1049,1676,1930,246,21,76,2,7,0,5,2100,25917,5322473,3614,5457,102305,4606,317,0,446,499,15518,88,539,1425,883,6902,87435,934,1249,7066,0,0,6,0,0,0
0,1,15,3,9,45,70,62,158,73,128,119,380,1811,2033,35,661,657,57,197,161,125,50,75,141,75,97,38,68,54,112,21,61,372,1196,1833,1747,172,19,1237,0,5,1,213,7644345,72593,35052,133,5304,4616,189,1361,0,96,293,535,671,28,9,251,0,1,0,1,8890,1114042,17133,302,1129,4532,50,239,0,459,1056,1700,1911,254,25,77,2,7,0,5,2138,25963,5320675,3589,5470,102606,4603,319,0,453,493,15596,93,533,1411,894,6892,87372,915,1235,7039,0,0,6,0,0,0
0,1,13,2,12,44,64,55,161,76,123,124,392,1792,2028,35,671,662,55,203,149,120,50,73,149,74,100,31,71,50,116,25,54,367,1203,1810,1726,196,23,1231,0,5,2,223,7645789,72710,34982,130,5312,4629,191,1371,0,115,290,538,674,31,8,255,0,5,0,0,8858,1114503,17077,320,1117,4514,50,241,0,455,1026,1647,1911,246,23,78,2,6,0,3,2089,26022,5321697,3596,5435,102511,4615,316,0,430,511,15627,83,535,1395,888,6835,87336,926,1237,7058,0,0,7,0,0,0
0,1,14,3,12,42,65,58,158,76,137,119,371,1784,2037,34,662,662,46,209,153,119,52,76,146,79,95,32,74,56,114,24,63,373,1212,1834,1709,188,21,1233,0,4,3,214,7641824,72681,35049,133,5305,4665,188,1362,0,99,303,508,685,35,11,247,0,2,0,0,8932,1114176,17172,311,1145,4542,54,240,0,467,1055,1679,1929,240,22,76,2,7,0,5,2077,26048,5320528,3569,5511,102397,4573,315,0,447,493,15551,90,542,1392,883,6860,87412,937,1241,7103,0,0,7,0,0,0
0,2,14,2,11,45,67,56,171,74,131,116,385,1772,2033,26,658,656,44,208,163,113,56,74,155,69,92,39,70,56,102,26,66,375,1199,1830,1741,198,19,1238,0,8,2,222,7644196,72710,35017,134,5305,4688,197,1368,0,95,308,514,697,34,6,262,0,1,0,0,8800,1114020,17049,316,1124,4548,53,242,0,479,1049,1668,1928,252,20,75,2,6,0,3,2100,25984,5321170,3598,5442,102322,4652,321,0,450,492,15580,95,544,1402,885,6867,87543,926,1252,7070,0,0,7,0,0,0
0,1,14,3,13,43,66,55,160,70,127,115,371,1798,2039,31,675,650,63,212,156,124,51,73,168,79,102,31,78,55,105,24,55,370,1204,1824,1704,186,22,1243,0,4,2,219,7642663,72669,35105,129,5295,4687,191,1368,0,92,294,520,674,32,5,257,0,4,0,1,8890,1114743,17050,313,1103,4521,57,239,0,453,1060,1679,1960,263,24,76,2,7,0,5,2084,25988,5322462,3637,5451,102498,4657,317,0,444,495,15599,79,543,1395,876,6897,87470,934,1250,7048,0,0,6,0,0,0
0,1,14,2,10,45,69,51,160,65,130,129,370,1820,2030,32,675,662,60,206,154,121,52,74,138,78,94,40,70,55,112,26,59,380,1209,1796,1700,182,24,1248,0,3,2,201,7643554,72801,35040,129,5284,4705,196,1364,0,97,298,528,692,37,7,250,0,1,0,1,8912,1113790,17118,317,1132,4537,56,238,0,460,1035,1690,1933,242,23,76,2,6,0,6,2074,25876,5321155,3623,5509,102530,4632,318,0,453,497,15618,90,529,1416,898,6895,87528,935,1252,7087,0,0,7,0,0,0
0,1,15,2,9,46,67,55,162,73,130,123,384,1788,2035,27,670,657,62,204,146,120,47,69,140,81,98,36,69,53,103,25,62,376,1214,1798,1738,181,25,1250,0,3,2,227,7643156,72559,34996,130,5332,4681,192,1367,0,103,296,534,674,35,8,247,0,4,0,1,8911,1114826,17192,320,1112,4537,50,238,0,460,1044,1659,1934,252,20,77,2,5,0,5,2097,25805,5319790,3595,5473,102494,4627,321,0,449,493,15593,84,537,1415,877,6900,87454,920,1243,7049,0,0,7,0,0,0
0,2,13,2,9,41,65,54,167,69,128,110,377,1802,2026,29,668,656,48,208,153,122,49,74,156,68,103,35,74,57,111,25,68,378,1186,1817,1736,196,20,1237,0,7,1,231,7643529,72891,35024,135,5289,4689,192,1368,0,107,301,514,686,34,7,258,0,2,0,1,8934,1114034,17195,322,1119,4534,55,244,0,469,1041,1703,1932,239,24,77,2,6,0,6,2085,25883,5323575,3621,5501,102637,4618,318,0,443,510,15597,94,532,1398,884,6895,87486,944,1228,7042,0,0,6,0,0,0
0,2,15,2,10,47,66,55,151,72,130,122,373,1790,2030,31,671,653,55,208,158,123,55,73,156,75,98,32,75,55,106,27,68,366,1185,1812,1715,186,23,1238,0,3,1,219,7646159,72682,35153,135,5299,4639,195,1371,0,104,298,522,681,27,11,256,0,1,0,1,8891,1114343,17080,324,1111,4548,53,240,0,441,1059,1674,1933,255,23,76,2,9,0,5,2069,26031,5320141,3605,5498,102498,4621,318,0,446,498,15609,88,545,1409,882,6927,87474,939,1218,7055,0,0,7,0,0,0
0,2,14,2,10,41,69,55,153,72,137,120,366,1782,2035,30,665,658,57,204,163,115,55,72,168,82,100,41,75,62,105,19,69,377,1199,1838,1713,176,21,1229,0,3,2,231,7642070,72769,35036,132,5291,4665,194,1358,0,97,297,527,646,36,7,250,0,0,0,0,8867,1114138,17127,308,1135,4517,54,243,0,449,1038,1666,1934,245,24,79,2,4,0,5,2076,25971,5321980,3610,5488,102533,4649,317,0,448,502,15579,87,532,1424,886,6918,87383,922,1223,7079,0,0,7,0,0,0
0,1,13,2,11,45,61,56,162,71,135,119,365,1783,2031,33,671,656,53,203,151,112,56,74,148,77,98,32,70,59,102,25,67,375,1181,1851,1726,185,19,1250,0,6,0,219,7644890,72865,35076,137,5294,4635,191,1369,0,105,287,533,683,34,9,250,0,2,0,0,8822,1114219,17227,317,1130,4488,53,240,0,459,1057,1694,1925,253,23,81,2,7,0,7,2099,26078,5321283,3613,5513,102369,4623,318,0,447,505,15653,87,535,1408,871,6872,87391,927,1214,7059,0,0,7,0,0,0
0,1,12,2,10,45,60,54,162,69,138,121,376,1814,2035,27,670,656,67,207,165,109,51,74,161,76,98,28,71,57,104,27,62,364,1205,1812,1718,181,24,1231,0,6,1,219,7644344,72618,34979,136,5294,4661,189,1364,0,105,304,524,702,31,8,254,0,5,0,0,8874,1114204,17138,315,1124,4493,55,242,0,468,1025,1674,1904,267,22,76,2,8,0,4,2109,25902,5320148,3582,5495,102580,4604,316,0,449,496,15592,92,546,1393,891,6950,87376,919,1224,7059,0,0,7,0,0,0
0,1,14,2,13,42,63,56,158,78,124,128,375,1795,2032,29,672,662,61,209,156,125,50,70,150,73,103,37,63,56,118,24,65,369,1212,1792,1701,186,17,1244,0,7,0,223,7644292,72802,35006,128,5325,4697,195,1374,0,98,303,543,673,35,8,254,0,5,0,1,8838,1114454,17179,320,1127,4558,50,245,0,460,1054,1631,1926,257,26,76,2,5,0,6,2074,25984,5319605,3579,5476,102781,4631,319,0,446,500,15565,87,542,1394,879,6902,87330,927,1237,7036,0,0,6,0,0,0
0,1,14,3,10,42,67,52,160,76,131,122,360,1799,2034,28,671,657,57,208,152,111,50,73,149,71,94,30,67,56,105,17,54,382,1209,1797,1738,190,20,1224,0,4,2,231,7644253,72788,34945,138,5352,4676,192,1365,0,97,288,545,676,39,8,246,0,2,0,1,8747,1114051,17123,312,1118,4488,51,244,0,451,1061,1683,1946,248,22,74,2,7,0,4,2121,25921,5320582,3571,5421,102432,4595,316,0,447,504,15607,88,533,1397,867,6873,87499,908,1261,7057,0,0,7,0,0,0
0,1,13,2,9,44,65,54,161,73,134,131,384,1779,2032,30,661,657,45,203,157,124,54,70,147,74,99,34,80,50,117,26,65,378,1206,1830,1762,181,15,1229,0,7,2,218,7645232,72623,35105,130,5309,4648,180,1360,0,91,292,536,676,33,7,254,0,3,1,0,8884,1113963,17182,308,1134,4530,51,244,0,473,1059,1691,1953,248,24,77,2,6,0,5,2122,25850,5320615,3587,5489,102294,4626,318,0,433,497,15580,79,532,1410,888,6901,87311,922,1234,7048,0,0,7,0,0,0
0,2,14,3,12,41,65,48,158,65,123,125,362,1786,2030,33,670,657,59,208,158,120,49,73,137,77,97,27,73,53,113,21,67,371,1191,1854,1691,182,17,1232,0,5,1,223,7641653,72874,35021,134,5339,4670,194,1370,0,95,293,546,700,31,6,258,0,1,0,0,8877,1114961,17149,323,1122,4517,51,240,0,458,1033,1667,1943,244,24,77,2,5,0,5,2128,26127,5320650,3592,5479,102564,4610,319,0,434,500,15633,88,543,1413,884,6894,87373,938,1227,7073,0,0,7,0,0,0
0,1,13,2,11,42,68,58,155,73,140,121,375,1784,2032,27,668,653,61,204,156,114,49,71,150,82,100,35,68,60,108,22,63,377,1201,1783,1717,183,23,1229,0,5,2,214,7643263,72629,35080,133,5298,4651,198,1355,0,105,293,541,678,31,7,255,0,3,0,0,8948,1115155,17149,312,1134,4566,54,241,0,467,1043,1692,1944,245,23,78,2,9,0,3,2105,26057,5320660,3602,5562,102365,4626,315,0,435,511,15647,87,547,1390,878,6854,87545,928,1244,7051,0,0,7,0,0,0
0,2,14,3,10,44,64,61,164,73,135,121,387,1769,2039,37,668,655,52,209,155,111,47,73,161,67,96,33,71,53,104,28,62,373,1237,1825,1728,195,22,1219,0,5,1,228,7644909,72774,34922,133,5283,4689,191,1363,0,97,292,540,698,33,9,246,0,5,0,0,8920,1115056,17062,314,1116,4573,49,239,0,463,1031,1696,1934,245,23,75,2,5,0,4,2089,25936,5320862,3571,5450,102351,4600,319,0,457,486,15614,93,532,1408,884,6829,87525,929,1243,7072,0,0,6,0,0,0
0,2,13,3,10,42,64,47,155,75,133,124,381,1810,2033,22,665,660,49,212,160,117,51,69,160,71,100,36,72,61,105,23,63,362,1202,1834,1713,174,20,1254,0,4,2,231,7641790,72861,35120,130,5289,4638,200,1369,0,106,300,535,683,32,8,258,0,2,0,1,8859,1113862,17142,320,1104,4546,53,242,0,460,1052,1676,1906,257,21,77,2,4,0,5,2093,25780,5322845,3606,5487,102500,4586,317,0,434,486,15626,88,536,1389,874,6860,87368,924,1221,7053,0,0,6,0,0,0
0,1,14,1,11,45,67,55,162,75,140,125,379,1815,2032,32,662,656,59,208,148,120,52,71,157,82,101,28,65,59,121,23,71,380,1206,1804,1768,195,18,1236,0,6,2,233,7643995,72672,35037,130,5315,4709,182,1365,0,100,292,568,676,31,10,252,0,1,0,0,9004,1114441,17113,321,1142,4539,54,243,0,462,1055,1692,1935,253,25,77,2,8,0,4,2108,25985,5320934,3599,5492,102548,4610,316,0,430,507,15610,91,542,1414,884,6897,87467,913,1258,7085,0,0,6,0,0,0
0,2,14,2,11,43,62,51,153,75,137,117,363,1807,2036,31,675,651,50,204,152,123,53,76,153,77,93,35,70,58,101,20,71,377,1196,1787,1726,195,20,1244,0,3,3,228,7643567,72708,35013,131,5302,4645,194,1363,0,101,297,522,691,35,9,250,0,2,0,1,8878,1113926,17082,333,1123,4550,48,245,0,468,1038,1657,1912,249,24,77,2,7,0,2,2125,25895,5319545,3590,5508,102568,4598,316,0,444,500,15598,87,540,1399,902,6855,87444,935,1246,7055,0,0,6,0,0,0
